seller_type,house_type,rooms,area_m2,floor,floors_total,build_type,planning,bathroom,furnished,includes,nearby,commission,description,city,url
Jismoniy shaxs,Yangi qurilgan uylar,3,95,14,17,Monolitli,Alohida ajratilgan,Aralash,Ha,"Internet, Telefon, Muzlatkich, Televizor, Konditsioner, Kabelli TV, Kir yuvish mashinasi, Oshxona, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifFartuna House - 3-комнатная квартира с мебелью и техникой в Яккасаром районе.Просторная квартира площадью 95 к.м на 14 этаже 17-этажного монолитного дома.Ремонт: евро некто не жилКадастр: естьОриентир: Ул. Абдулла Каххара, рядом аэропорт и Istanbul City - удобное расположение.Цена: 155 000 у.е.Полностью укомплектована мебелью и техникой — заезжай и живи.Телефон:977687707Fartuna House - Yakkasaroyda mebel va texnikali 3 xonali kvartiraMaydoni 95 km bolgan keng kvartira.Qavat: 14 / 17Ta'mir: evroKadastr: borManzil: Abdulla Qahhor ko'chasi, Istanbul City yaqinida - qulay joylashuv.Narxi: 155 000 y.e.Mebel va texnika bilan to'lia jihozlangan - ko'chib kel va yashayver.Telefon: 977687707",,https://www.olx.uz/d/oz/obyavlenie/sotiladi-prodayotsya-fartuna-house-ul-abdulla-kaxxara-95kv-ID44EXf.html
Jismoniy shaxs,Ikkilamchi bozor,2,58,7,7,Gʻishtli,Kichik oilalar uchun,Alohida,Yoʻq,"Televizor, Muzlatkich, Konditsioner",,Yo’q,TavsifSirojni sotiladi 2 xonaAdiris Gul bozordi oldida galerinni Dom 7 etach 7 etachdaNarxi 450000000 millionTelfon nomer 90. 646 45 82,,https://www.olx.uz/d/oz/obyavlenie/samsung-55-kafolat-ID434S5.html
Biznes,Yangi qurilgan uylar,2,57,9,10,Gʻishtli,Alohida ajratilgan,Alohida,Yoʻq,,"Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifQurilishi tugalanvotgan Zamonaviy va mustahkam xonadon sotib oling. Iyun  oyiga topshirilish arafasida. Boshlang'ich to'lov 25%, 30% dan. Ipoteka yillik 17.5%dan 5yildan-20yilgacha.",,https://www.olx.uz/d/oz/obyavlenie/ipoteka-qurilishi-tugalanvotgan-xonadon-xarid-qiling-chirchiq-shahri-ID3QC4I.html
Jismoniy shaxs,Ikkilamchi bozor,5,110,5,5,Panelli,,Alohida,Ha,"Internet, Telefon, Muzlatkich, Televizor, Konditsioner, Kabelli TV, Kir yuvish mashinasi, Oshxona, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Bor,TavsifЮнусабад 14кв. 5/5/5. 110кв. Ремоти яхши. 5 хона кенг ва катта уй. Балкон 2х9. Ипотекага ҳам берилади. Тел 998409462,,https://www.olx.uz/d/oz/obyavlenie/yunusabad-14kv-5-5-5-110kv-balkon-2x9-ID45QgA.html
Biznes,Yangi qurilgan uylar,2,55.50,8,16,,,,Yoʻq,,,Yo’q,Tavsifродаются квартиры в новом блоке ЖК Turkiston Avenue!2-ком 55.5кв.м2При 100% оплате - 484.515.000 млнПри рассрочке 538.350.000 млнПервоночальный взнос 30%-161.505.000млн70%-    36 месяц  по  10.468.000 сумУникальное предложение!Начали продажу квартир в новом блоке по выгодным ценам.Условия покупки:Рассрочка на 36 месяцев без процентовОт насВходная дверьНаружные оконные блокиПерегородкиУстановленные счётчикиПлощадь квартир:Студии: от 29 до 38 м²1-комнатные: от 37 до 49 2-комнатные: от 51 до 64 3-комнатные: от 86 до 126Количество квартир ограничено! Успейте приобрести жильё в престижном комплексе Turkiston Avenue.Юнусабод бетонка [Уч кахрамон круг]773701080,,https://www.olx.uz/d/oz/obyavlenie/1-kom-kvartira-s-rassrochkoj-na-36-mesyac-turkiston-avenue-1080-ID3PMS0.html
Biznes,Ikkilamchi bozor,3,70,2,4,Gʻishtli,,,Ha,,,Yo’q,TavsifДоброе время сутокПродается шикарная квартира в ЦентреЦ  6    Метро  МИНОРРесторан  LALI  ( На Небе )До метро 200  метров3/4 - 2 - 4   КИРПИЧСвердловская планировка70  кв.мАвторский ремонт. Мебель и техника. Полностью упакована. Тёплые полы.2  Кондиционера2  Т.В.Цена 128.500 у.е  торг на местеЗвоните 887200744 Юлия,,https://www.olx.uz/d/oz/obyavlenie/massiv-minor-lali-or-r-3v4-2-4-balkon-2x6-novaya-upakovka-ID46fR3.html
Jismoniy shaxs,Ikkilamchi bozor,1,34,4,4,,,,Ha,,,Yo’q,"TavsifChilonzor 171*2/4/4, 34 kvadratMetroga 800 metrRemont yangi,Wi fi, ITV kabel.Narxi 46000$.",,https://www.olx.uz/d/oz/obyavlenie/chilonzor-17-uy-bor-ID46fQX.html
Biznes,Ikkilamchi bozor,4,90,8,9,,,,Yoʻq,,,Yo’q,Tavsifпродается вторичка 4/8/9площадь 90м2состояние требует ремонтаЦена 120 000+998978770077 Алексей,,https://www.olx.uz/d/oz/obyavlenie/c-4-orientir-shedevr-vtorichka-4-8-9-90m2-ID45rfI.html
Biznes,Yangi qurilgan uylar,3,100,4,5,Gʻishtli,Alohida ajratilgan,2 va undan koʻp sanuzel,Ha,,,Bor,"TavsifХоналар сони: #3хКават: 4Уйнинг каватлар сони: 5Манзил: шарк 1, гор больница чоррахаКурилиш тури: кирпичныйХоналар жойлашуви: алохида, икки томонламаУмумий майдони: 100 квмХолати: авторский проект, евроремонтНархи: 52.500$Тел:91-246-7447 / 91-979-7447",,https://www.olx.uz/d/oz/obyavlenie/3-xonalik-kvartira-4-etazh-yangi-dom-shark-1-gor-bolnica-chorraxa-ID46fQQ.html
Biznes,Yangi qurilgan uylar,2,42,7,8,Gʻishtli,Alohida ajratilgan,Aralash,Yoʻq,"Internet, Kabelli TV, Oshxona","Kasalxona, poliklinika, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar, Maktab",Yo’q,Tavsif#Яшнабот тумани иззат кочасида арентр Кадишва базори2/7/8. 42м2 Гиштли дом лифти бор кадастри бор атрофда хамма кулайлиглари бор навастройкаТел 939261219,,https://www.olx.uz/d/oz/obyavlenie/srochno-sotiladi-yashnabot-zhk-izzat-aziya-xaus-navastrojka-ID45Qjv.html
Biznes,Ikkilamchi bozor,4,80,4,4,Gʻishtli,Alohida ajratilgan,Alohida,Yoʻq,"Telefon, Internet, Balkon, Oshxona, Kabelli TV","Bolalar maydonchasi, Maktab, Koʻngilochar muassasalar, Kasalxona, poliklinika, Supermarket, doʻkonlar, Park, yashil zona, Bekatlar, turargoh, Bolalar bogʻchasi, Restoran, kafelar",Yo’q,"TavsifТел: 997643233Чиланзар 22 квартал4|4|4Ориентир: Автобус конечкаРемонт: СреднийТип строения: КирпичныйПланировка:#РазделкаПлощадь: 80м²Балкон: 2х6,  1.5х3Сан.узел: раздельныйМебель: нетТехника: нетЦена: 73000",,https://www.olx.uz/d/oz/obyavlenie/4-xona-chilanzar-22-kv-balkon-2x6-1-5x3-orientir-avtobus-konechka-ID452gA.html
Biznes,Ikkilamchi bozor,1,33,6,9,Monolitli,,,Yoʻq,,,Yo’q,Tavsif(Новостройка) 9 этажка 6-этаж без ремонта 33 квадрат метр 20.000$,,https://www.olx.uz/d/oz/obyavlenie/prodaetsya-1-kom-kvartira-2-oj-m-rajon-ID41Dox.html
Biznes,Yangi qurilgan uylar,2,38,5,9,Panelli,Studiya,Aralash,Ha,,,Yo’q,"Tavsif2/5/9Махтумкули ул.Новостройка  ЖК Green Parkплощадь 38 кв.,евроремонт, мебель, техника,с арендатором 500цена 62.000+998332092929+998909553948",,https://www.olx.uz/d/oz/obyavlenie/prodayotsya-kvartira-2-5-9-green-park-maxtumkuli-38-m2-srochno-ID45rfs.html
Biznes,Ikkilamchi bozor,2,55,3,4,Gʻishtli,Aralash,Alohida,Ha,"Internet, Telefon, Konditsioner, Kabelli TV, Kir yuvish mashinasi, Oshxona, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifПродам без маклеровЯккасарайский район ориентир Налоговая2 комнатная 55м², балкон 2-6Состояние хорошееПодробная информация по телефону+998997205000",,https://www.olx.uz/d/oz/obyavlenie/bez-maklera-yakkasaraj-rajon-2-komnatnaya-nalogovaya-mozhno-ipoteka-ID44fjs.html
Jismoniy shaxs,Ikkilamchi bozor,3,62,1,5,Gʻishtli,,Alohida,Ha,"Telefon, Muzlatkich, Televizor, Konditsioner, Kabelli TV, Kir yuvish mashinasi, Oshxona, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifПродаётся 3-комнатная квартира, 1/5. Сергели-4. Своя. Без посредников. С обстановкой, мебель, техника. Имеется подвал, полисадник. Вход в квартиру с двух сторон. Звонить и писать на номер 996881184,  если не отвечаю, пишите в телеграм",,https://www.olx.uz/d/oz/obyavlenie/prodayotsya-kvartira-svoya-ID3QikN.html
Jismoniy shaxs,Ikkilamchi bozor,4,109,4,5,,,Alohida,Ha,"Internet, Telefon, Muzlatkich, Televizor, Konditsioner, Kabelli TV, Kir yuvish mashinasi, Oshxona, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifЎзимни уйим, 4 хона, удвоенный зал, 5 хона хисобида, 4-этаж, 5 этажли дом, 2×9 балкон, 109 метр квадрат, туалет ванна алохида ажратилган, ""улучшенная планировка"", асосий жихозлари қолдирилади, хужжатлари нотариусга тайёр",,https://www.olx.uz/d/oz/obyavlenie/yunusabad-14-orientir-samara-4-4-5-kvartira-sotiladi-ID42SQx.html
Biznes,Yangi qurilgan uylar,2,40,7,10,,,,Ha,,"Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifПродаётся 2-х комнатная квартира ЖК Poytaxt GavhariОриентир: метро Минор, Алайский рынокКомнат: 2Этаж: 7Этажность: 10Общая площадь: 40 м2Состояние: Новый ремонтМебель+ТехникаЦена: 105.000 y.e.+998909946644 Улугбекt.me/akhulugbek",,https://www.olx.uz/d/oz/obyavlenie/poytaxt-gavhari-prodaetsya-2-komnatnaya-kvartira-remont-minor-alajskij-ID3YpxG.html
Biznes,Yangi qurilgan uylar,3,65,2,9,,,,Ha,"Kir yuvish mashinasi, Muzlatkich, Oshxona, Televizor, Konditsioner, Internet, Kabelli TV, Telefon","Restoran, kafelar, Bolalar bogʻchasi, turargoh, Bekatlar, Supermarket, doʻkonlar, Park, yashil zona, Kasalxona, poliklinika, Koʻngilochar muassasalar, Maktab, Bolalar maydonchasi",Yo’q,TavsifПродаётся 3-х комнатная квартира в Новостройке.Ор-р: Паркентский рынокРайон: Яшнабадский р-нКомнат: 3Этаж: 2Этажность: 9Площадь: 65м2Состояние: Евро ремонтМебель + ТехникаЦена: 114.000 у.е+998951359959 Достон,,https://www.olx.uz/d/oz/obyavlenie/prodayotsya-kvartira-3-2-9-65m2-v-novostrojke-ID452gt.html
Jismoniy shaxs,Ikkilamchi bozor,3,70,2,5,Panelli,Alohida ajratilgan,Alohida,Ha,"Internet, Telefon, Televizor, Oshxona, Balkon","Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifПродажаОриентир: #15_кварталКоличество комнат: #3комнатнаяЭтаж: 2Этажность: 5Планировка: РаздельнаяСанузел: РаздельныйРемонт: СреднийОбщая площадь: 70 кв.м.Плюсы: Отличное расположение, рядом есть метро, магазины, школа и детский сад, тихий и спокойный район с адекватными соседями.Цена: 90  000 $Район: #Юнусабадский",,https://www.olx.uz/d/oz/obyavlenie/srochno-prodam-posrednikov-nebespokoit-yunusobod-15-3-2-5-ID3x70b.html
Biznes,Ikkilamchi bozor,2,48,4,4,Panelli,Aralash,Alohida,Ha,"Internet, Telefon, Muzlatkich, Televizor, Konditsioner, Kabelli TV, Kir yuvish mashinasi, Oshxona, Balkon","Kasalxona, poliklinika, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar, Maktab",Yo’q,"TavsifЧиланзар 18 Квартал2\4\4Хороший Средний ремонтПлощадь 48м²Балкон 1,5×3Ориентир 50×50 МойкаЦена 50.500$Звоните по номеру +998992843233.Или напишите в телеграм!Телеграм каналда яна бошқа вариантлар бор.",,https://www.olx.uz/d/oz/obyavlenie/chilonzor-18-kvartal-2-xona-kvartira-sotiladi-or5050-mojka-ID45Qj7.html
Biznes,Yangi qurilgan uylar,3,105,10,11,Gʻishtli,Alohida ajratilgan,Aralash,Ha,"Internet, Telefon, Muzlatkich, Televizor, Konditsioner, Kabelli TV, Kir yuvish mashinasi, Oshxona, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifПродается 3-комнатная квартира в ЖК MuhtashamЮнусабадский район, массив Ц-5Ориентир: Финансовый институтНовостройкаЭтаж: 10 из 11Площадь: 106 м²Состояние: новый качественный ремонтСистема ""Умный дом"", управление голосом (Алиса)Полностью укомплектована мебелью и техникойЦена: 234 999 у.е. (торг уместен)Телефон: +998 77 003 29 22Muhtasham turar joy majmuasida 3 xonali kvartira sotiladiYunusobod tumani, Ts-5 massiviMo‘ljal: Moliya institutiYangi qurilgan uyQavat: 10 / 11Maydoni: 106 m²Holati: sifatli yangi ta’mirAqlli uy tizimi, ovozli boshqaruv (Alisa)To‘liq mebel va texnika bilan ta’minlanganNarxi: 234 999 AQSh dollari (kelishiladi)Telefon: +998 77 003 29 22",,https://www.olx.uz/d/oz/obyavlenie/srochno-3kom-muhtasham-105m2-finansovyj-institut-minor-arzon-ID420Aw.html
Jismoniy shaxs,Ikkilamchi bozor,3,70,3,4,Gʻishtli,Alohida ajratilgan,Alohida,Ha,"Oshxona, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,Tavsif3 хона3 этаж4 этажли домКирпичныйМосковский проектТуалет ванна алохидаКатта балкон 6×2Катта кухня ва прихожкаЕвро янги ремонт хеч ким ящамаганУзим учун ремонт киганман яхщи нарсалар ишлатилганСрочно сотилгани учун 36.000$ киб бераман,,https://www.olx.uz/d/oz/obyavlenie/3-xonali-kvartira-sotiladi-ID46fQt.html
Biznes,Ikkilamchi bozor,3,70,3,9,,,,Ha,,"Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifПродаётся 3-х комнатная квартираОриентир: Ц-7, ЦУМ, Vohha, Посольство КореиКомнат: 3Этаж: 3Этажность: 9Общая площадь: 70 м2Состояние: Евро ремонтМебель+ТехникаЦена: 159.000 y.e.+998909946644 Улугбекt.me/akhulugbek",,https://www.olx.uz/d/oz/obyavlenie/c-7-prodaetsya-3-komnatnaya-kvartira-remont-cum-pos-vo-korei-ID41EuE.html
Biznes,Ikkilamchi bozor,3,85,5,9,,,,Ha,"Oshxona, Televizor, Balkon, Konditsioner, Internet, Kabelli TV, Telefon, Kir yuvish mashinasi, Muzlatkich","Restoran, kafelar, Bolalar bogʻchasi, turargoh, Bekatlar, Kasalxona, poliklinika, Supermarket, doʻkonlar, Park, yashil zona, Maktab, Koʻngilochar muassasalar, Bolalar maydonchasi",Yo’q,"Tavsif#Госпитальный , Капитал Банк#3комнатная3/5/9 панелСпец ПланКомнаты раздельныйСанузел раздельныйМебель+техникаСредним ремонтомБалкон 2*6Не торецОбщ пл 85м*2Цена 111000 Срочно!Звоните +998938361122",,https://www.olx.uz/d/oz/obyavlenie/gospitalnyj-3-5-9-spec-plan-mebel-texnika-srochno-balkon-2-6-85kvm-ID42Rgl.html
Biznes,Ikkilamchi bozor,3,108,7,7,,,,Yoʻq,,"Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifSotuvda 3 xonalik kvartiraSpec-PlanMo’ljal: Golubie Kupola restorani, Kosmonavtlar metrosi, Yakkasaroy tumaniXona soni: 3Qavat: 7Uy qavatligi: 7Kvadrat: 108 м2Holati: remontsizGarderob xonasi bor3 balkonBo'lingan sanuzelNarxi: 135.000 y.e.+998909946644 Ulugbek",,https://www.olx.uz/d/oz/obyavlenie/sotuvda-3-xonalik-kvartira-kosmonavtlar-metrosi-yakkasaroy-ID45rfk.html
Biznes,Yangi qurilgan uylar,3,90,3,6,,,,Ha,,,Yo’q,"TavsifПродаётся 3х комнатная квартира на 3 этаже в 6 этажном новостройке, общая площадь квартиры 90м², Вокзал, ориентир напротив 48 школы. 91-521-41-66.",,https://www.olx.uz/d/oz/obyavlenie/prodayotsya-3x-komnatnaya-kvartira-na-3-etazhe-vokzal-samarkand-ID3l6hC.html
Biznes,Yangi qurilgan uylar,2,53.20,2,3,Monolitli,Alohida ajratilgan,Alohida,Yoʻq,"Internet, Kabelli TV, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifБухоронинг кулай локациясида жойлашган, Бухоро услубидаги квартираларга старт бердик, замонавий мустахкам курилишКулай локация.Мустахкам курилиш.Замонавий фасад.Хавфсиз автотураргохХавфсиз болалар уйингохДомофон эшиклар2 - хоналик _ 53,2 кв.м2 - хоналик _ 61,0 кв.м3 - хоналик _ 83,5 кв.м3 - хоналик _ 100.0 кв.мТел: +998 [88] 308-40-03+998 [88) 143-40-04 Шохрух",,https://www.olx.uz/d/oz/obyavlenie/buxoro-uslubidagi-kvartiralarga-start-berdik-ID44SDi.html
Jismoniy shaxs,Ikkilamchi bozor,3,85,2,4,Gʻishtli,Alohida ajratilgan,Alohida,Ha,"Internet, Telefon, Muzlatkich, Televizor, Konditsioner, Kabelli TV, Kir yuvish mashinasi, Oshxona, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifПродается просторная 3-комнатная квартира для комфортной жизни в сердце Яккасайрайского района•Локация: Ташкент, Яккасарайский район, Ракат Махалля• Площадь: 85 кВ•Этаж: 3/2/4 торец•Рядом: Аския базар, текстильный институт,  корзинка, школы, множество детских садов, зеленый парк, много зелени, тихий закрытый двор•  О Доме: Хороший ремонт, высокопотолочка, толщина стен 2,5 кирпича , добродушные соседи, тихий двор, вся инфраструктура в шаговой доступности•остается техника ( 3 кондиционера , холодильник, микроволновка , стиральная машина и другая техника , мебельДополнительные преимущества :•имеется закрытый  гараж для автомобиля во дворе (обговаривается отдельно)•просторный подвал с собственной комнатой для хранения вещей•прекрасный вариант для семьи с детьми ( заходи и живи)• Тихая улица, никакого шума , не вдоль центральной трассы•все комнаты раздельные , санузлел раздельный ,  имеется детский, спортивный уголок , рабочие пространства, большая кухня• Цена : 120.000$• 90 977297790 3120494",,https://www.olx.uz/d/oz/obyavlenie/prodaetsya-svoya-3komn-kvartira-85kv-rakat-maxallya-yakksarajskij-rajon-ID44ftx.html
Biznes,Yangi qurilgan uylar,4,90,3,4,Gʻishtli,Alohida ajratilgan,Alohida,Ha,"Muzlatkich, Internet, Televizor, Telefon","Restoran, kafelar, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Kasalxona, poliklinika, Koʻngilochar muassasalar, Maktab, Bolalar maydonchasi",Yo’q,TavsifСадык АзимоваОриентир головной офис UzHavoYollariEfendi кафеКомнат : 4Этаж : 3Этажность : 4Площадь: кирпич 90м2Состояние: с ремонтомДва(2) сануздаПолностью укомплектованаРазвитая инфраструктураХороший дом и соседиЦена: 155 000у.е+998900070022,,https://www.olx.uz/d/oz/obyavlenie/prodaetsya-kvartira-sadyk-azimova-4-3-4-90m2-s-remontom-ID46fQj.html
Biznes,Ikkilamchi bozor,3,60,7,12,Monolitli,Aralash-alohida,Alohida,Yoʻq,"Internet, Telefon, Muzlatkich, Televizor, Konditsioner, Kabelli TV, Kir yuvish mashinasi, Oshxona, Balkon","Kasalxona, poliklinika, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, turargoh, Supermarket, doʻkonlar, Maktab",Yo’q,TavsifСрочно продаю свою 2х переделанную в 3х комнатную квартиру.Не торец.Яккасарайском  районе.По улица Бабура 3/7/12!Орентир Аэропорт мост.Ценна 71000$ .Звонить по номеру+998903263883,,https://www.olx.uz/d/oz/obyavlenie/prodayu-svoyu-kvartiru-ID46fQi.html
Biznes,Ikkilamchi bozor,1,27,4,4,Gʻishtli,Aralash-alohida,Aralash,Ha,"Internet, Muzlatkich, Kabelli TV, Kir yuvish mashinasi, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,TavsifПродается квартира в кирпичном доме с навесным балкономСостояние квартиры среднееМожно сдать в аренду за 250уе+998 947751080 Станислав,,https://www.olx.uz/d/oz/obyavlenie/ttz-1-srochno-ipoteka-1-4-4-33500ue-ID45QiZ.html
Biznes,Yangi qurilgan uylar,3,78,3,10,,,,Ha,,"Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifПродаётся 3-х комнатная квартира в ЖК SolarisОриентир: массив Кушбеги, Яккасарайский районКомнат: 3Этаж: 3Этажность: 10Общая площадь: 78 м2Состояние: Дизайнерский ремонтТурецкая Мебель+ТехникаЕсть балконЦена: 115.000 y.e+998909946644 Улугбекt.me/akhulugbek",,https://www.olx.uz/d/oz/obyavlenie/solaris-prodaetsya-3-komnatnaya-kvartira-remont-kushbegi-ID44xt3.html
Biznes,Ikkilamchi bozor,3,60,4,4,,,,Ha,,,Yo’q,TavsifДархан Тамара Хоним 4Ориентир кафе Дархан2в3 комнатная / 4 этаж / 4 этажного домаПлощадь 60м277-серияЦена 123’000 у.е+998978770077 Алексей,,https://www.olx.uz/d/oz/obyavlenie/darxan-2v3-4-4-ulica-tamara-xonim-77-seriya-kirpich-ID45rf6.html
Biznes,Yangi qurilgan uylar,1,34,5,9,Gʻishtli,Studiya,Aralash,Yoʻq,"Internet, Telefon, Kabelli TV, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifПродается 1-комнатная квартира-студия в ЖК Tiara Residence, Мирзо-Улугбекский районИдеальный вариант для инвестиций или комфортной городской жизни.Представляем вашему вниманию компактную и функциональную 1-комнатную квартиру-студию в современном жилом комплексе Tiara Residence от одноименного застройщика. Расположенный в престижном Мирзо-Улугбекском районе, этот комплекс предлагает удобство и доступность ключевых объектов инфраструктуры.Квартира находится на 5-м этаже 9-этажного кирпичного дома, что обеспечивает надежность конструкции и хорошую звукоизоляцию. Общая площадь составляет 34 квадратных метра, что является идеальным решением для молодых специалистов, студентов или в качестве выгодной инвестиции под аренду. Квартира сдается в состоянии ""коробка"" (shell & core), давая вам полную свободу в создании интерьера, соответствующего вашим предпочтениям и стилю.Оптимальная планировка и удобства.Эта квартира имеет планировку студии, что создает открытое и светлое пространство. Совмещенный санузел обеспечивает максимальную компактность и функциональность. Наличие кадастрового документа гарантирует юридическую чистоту и безопасность сделки.Выгодное расположение и развитая инфраструктура.Жилой комплекс Tiara Residence находится в районе с развитой инфраструктурой и отличной транспортной доступностью. В непосредственной близости расположены:ИНХА Институт (INHA University in Tashkent)Военный госпитальТакое расположение обеспечивает легкий доступ к образовательным учреждениям, медицинским учреждениям и другим важным городским объектам.Цена: 65 010 долларов СШАНе упустите возможность приобрести функциональную квартиру-студию в одном из востребованных районов Ташкента!Для получения дополнительной информации и организации просмотра, пожалуйста, свяжитесь с Равшаном по номеру: +99877 2533300.Mirzo-Ulug'bek tumani, Tiara Residence turar-joy majmuasida 1 xonali studiya kvartira sotiladiInvestitsiya yoki qulay shahar hayoti uchun ideal variant.E'tiboringizga zamonaviy Tiara Residence turar-joy majmuasidagi ixcham va funksional 1 xonali studiya kvartirani taqdim etamiz. Nufuzli Mirzo-Ulug'bek tumanida joylashgan ushbu majmua qulaylik va asosiy infratuzilma ob'ektlariga qulaylikni taklif etadi.Kvartira 9 qavatli g'ishtli uyning 5-qavatida joylashgan bo'lib, bu mustahkamlik va yaxshi shovqin izolyatsiyasini ta'minlaydi. Umumiy maydoni 34 kvadrat metrni tashkil etadi, bu yosh mutaxassislar, talabalar uchun yoki ijara uchun foydali investitsiya sifatida ideal yechimdir. Kvartira ""korobka"" (qora suvoq) holatida topshiriladi, bu sizga o'z xohishingiz va uslubingizga mos keladigan interyerni yaratishda to'liq erkinlik beradi.Optimal reja va qulayliklar.Bu kvartira studiya rejasiga ega bo'lib, ochiq va yorug' makonni yaratadi. Birlashtirilgan sanuzel maksimal ixchamlik va funksionallikni ta'minlaydi. Kadastr hujjatining mavjudligi bitimning yuridik tozaligi va xavfsizligini kafolatlaydi.Qulay joylashuv va rivojlangan infratuzilma.Tiara Residence turar-joy majmuasi rivojlangan infratuzilma va ajoyib transport qulayligiga ega hududda joylashgan. Yaqin atrofda quyidagilar joylashgan:INHA Instituti (Toshkentdagi INHA universiteti)Harbiy gospitalBunday joylashuv ta'lim muassasalari, tibbiyot muassasalari va boshqa muhim shahar ob'ektlariga oson kirishni ta'minlaydi.Narxi: 65 010 AQSh dollariToshkentning eng talabgir tumanlaridan birida funksional studiya kvartira sotib olish imkoniyatini qo'ldan boy bermang!Qo'shimcha ma'lumot olish va ko'rishni tashkil qilish uchun, iltimos, Ravshan bilan quyidagi raqam orqali bog'laning: +99877 2533300.",,https://www.olx.uz/d/oz/obyavlenie/mirzoulugbektiara-klubnyj-dom-1kom-kvartira-34m2-studiya-inxa-univer-ID46fND.html
